0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,255,255,255,255,255,255,255,255,255,255,153,0,0,0,0,0,0,0,0,0,0,0,0,153,255,255,255,255,255,255,255,255,255,255,255,255,51,0,0,0,0,0,0,0,0,0,0,0,0
51,51,51,51,51,51,51,51,51,51,51,51,82,204,204,204,204,204,204,204,204,204,204,204,204,143,51,51,51,51,51,51,51,51,51,51,51,51,143,204,204,204,204,204,204,204,204,204,204,204,204,82,51,51,51,51,51,51,51,51,51,51,51,51
255,255,255,255,255,255,255,255,255,255,255,255,204,0,0,0,0,0,0,0,0,0,0,0,0,102,255,255,255,255,255,255,255,255,255,255,255,255,102,0,0,0,0,0,0,0,0,0,0,0,0,204,255,255,255,255,255,255,255,255,255,255,255,255
